Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-02-20,17:15,Bus,B-81,West District,East District,9.0,19,0,0.9,4.0
2025-02-20,18:15,Bus,B-53,West District,North District,10.5,31,0,1.05,2.0
2025-02-20,18:15,Bus,B-35,North District,East District,6.7,63,8,0.67,4.0
2025-02-20,18:30,Rail,R-Local,City Center,East District,48.7,268,15,2.44,2.0
2025-02-20,18:45,Metro,M-Red,North District,East District,11.9,498,0,0.36,3.0
2025-02-20,19:45,Bus,B-70,North District,West District,8.1,18,13,0.81,4.0
2025-02-21,05:00,Rail,R-Express,East District,City Center,61.2,314,20,3.06,1.0
2025-02-21,05:30,Bus,B-68,West District,East District,14.8,49,22,1.48,5.0
2025-02-21,09:15,Bus,B-74,East District,South District,11.3,46,1,1.13,3.0
2025-02-21,09:45,Metro,M-Yellow,North District,East District,13.3,363,3,0.4,4.0
2025-02-21,13:15,Metro,M-Yellow,North District,East District,19.0,146,7,0.57,3.0
2025-02-21,23:00,Shared Cycling,Cycle-Share,City Center,West District,2.6,1,0,0.0,4.0
2025-02-21,23:15,Bus,B-43,South District,North District,14.6,22,1,1.46,4.0
2025-02-22,06:00,Tram,T-12,South District,North District,4.8,58,0,0.19,3.0
2025-02-22,07:00,Metro,M-Green,West District,East District,17.7,208,8,0.53,4.0
2025-02-22,12:00,Tram,T-7,North District,West District,7.9,20,0,0.32,3.0
2025-02-22,13:30,Tram,T-13,South District,North District,7.5,66,7,0.3,2.0
2025-02-22,14:30,Bus,B-86,City Center,West District,5.4,49,17,0.54,3.0
2025-02-22,17:45,Rail,R-Local,South District,East District,74.0,589,0,3.7,2.0
2025-02-22,20:45,Rail,R-Local,South District,North District,39.8,193,0,1.99,4.0
2025-02-22,21:00,Metro,M-Green,West District,East District,5.8,444,0,0.17,2.0
2025-02-22,22:00,Metro,M-Blue,East District,City Center,26.7,373,0,0.8,4.0
2025-02-23,08:15,Bus,B-31,City Center,West District,3.0,46,0,0.3,2.0
2025-02-23,09:45,Metro,M-Yellow,City Center,East District,8.7,266,2,0.26,3.0
2025-02-23,15:00,Shared Cycling,Cycle-Share,City Center,West District,4.4,1,0,0.0,4.0
2025-02-23,15:00,Metro,M-Blue,West District,East District,18.1,425,0,0.54,4.0
2025-02-24,11:00,Tram,T-7,City Center,North District,7.5,67,0,0.3,4.0
2025-02-24,12:30,Bus,B-48,West District,South District,3.1,36,0,0.31,2.0
2025-02-24,13:00,Bus,B-38,West District,North District,11.9,33,14,1.19,4.0
2025-02-24,17:30,Metro,M-Yellow,North District,City Center,15.4,247,0,0.46,3.0
2025-02-24,22:45,Metro,M-Green,West District,North District,27.1,530,1,0.81,3.0
2025-02-24,23:00,Metro,M-Blue,East District,North District,15.5,204,0,0.46,3.0
2025-02-24,23:30,Bus,B-61,South District,North District,5.5,42,5,0.55,4.0
2025-02-25,08:00,Bus,B-73,East District,South District,14.2,27,2,1.42,3.0
2025-02-25,09:30,Tram,T-4,North District,East District,3.3,86,0,0.13,4.0
2025-02-25,10:45,Metro,M-Blue,West District,City Center,10.6,244,1,0.32,4.0
2025-02-25,11:15,Shared Cycling,Cycle-Share,South District,East District,1.7,1,0,0.0,4.0
2025-02-25,13:45,Tram,T-12,North District,South District,8.3,62,0,0.33,3.0
2025-02-25,13:45,Rail,R-Local,North District,South District,33.1,424,25,1.66,3.0
2025-02-25,21:00,Metro,M-Red,City Center,North District,29.2,421,0,0.88,4.0
2025-02-25,22:30,Bus,B-67,East District,City Center,13.6,61,12,1.36,3.0
2025-02-25,23:15,Bus,B-87,West District,City Center,8.7,18,3,0.87,4.0
2025-02-26,09:45,Bus,B-60,East District,South District,8.3,40,6,0.83,2.0
2025-02-26,10:30,Metro,M-Green,South District,East District,23.1,285,0,0.69,3.0
2025-02-26,11:15,Rail,R-Express,City Center,South District,41.9,451,0,2.1,1.0
2025-02-26,15:45,Bus,B-66,City Center,South District,11.2,65,0,1.12,3.0
2025-02-26,16:00,Metro,M-Green,South District,West District,22.9,267,2,0.69,4.0
2025-02-26,19:30,Bus,B-70,City Center,South District,6.4,60,5,0.64,3.0
2025-02-26,23:30,Rail,R-Local,East District,North District,27.7,581,11,1.39,2.0
2025-02-27,06:30,Tram,T-14,West District,City Center,6.1,88,5,0.24,2.0
2025-02-27,08:15,Tram,T-1,North District,East District,7.1,124,0,0.28,3.0
2025-02-27,13:45,Bus,B-96,North District,West District,8.8,51,8,0.88,4.0
2025-02-27,18:15,Shared Cycling,Cycle-Share,West District,North District,0.7,1,0,0.0,4.0
2025-02-28,05:45,Tram,T-15,North District,South District,9.9,89,1,0.4,2.0
2025-02-28,06:00,Metro,M-Yellow,City Center,East District,18.7,159,12,0.56,3.0
2025-02-28,06:15,Bus,B-97,West District,North District,7.0,36,5,0.7,4.0
2025-02-28,08:15,Bus,B-56,South District,City Center,8.7,40,9,0.87,3.0
2025-02-28,10:45,Metro,M-Yellow,East District,North District,17.3,233,0,0.52,4.0
2025-02-28,14:15,Bus,B-62,East District,City Center,10.2,42,12,1.02,5.0
2025-02-28,15:00,Tram,T-11,North District,West District,8.3,75,4,0.33,4.0
2025-02-28,18:15,Bus,B-10,West District,City Center,5.2,42,0,0.52,3.0
2025-02-28,20:00,Bus,B-28,City Center,North District,14.7,35,0,1.47,3.0
2025-02-28,20:15,Bus,B-73,East District,North District,14.9,51,0,1.49,4.0
2025-02-28,21:15,Metro,M-Blue,East District,City Center,27.5,433,0,0.82,4.0
2025-02-28,21:30,Metro,M-Yellow,South District,City Center,28.1,296,2,0.84,3.0
2025-02-28,21:30,Rail,R-Local,North District,East District,63.3,192,0,3.17,1.0
2025-02-28,22:00,Bus,B-18,City Center,East District,14.4,10,0,1.44,3.0
2025-03-01,09:15,Metro,M-Yellow,City Center,South District,22.4,224,7,0.67,5.0
2025-03-01,09:15,Bus,B-26,South District,West District,5.8,49,7,0.58,3.0
2025-03-01,12:00,Shared Cycling,Cycle-Share,North District,East District,4.7,1,0,0.0,4.0
2025-03-01,17:45,Metro,M-Blue,South District,East District,8.7,229,0,0.26,5.0
2025-03-01,20:45,Rail,R-Local,East District,South District,60.8,206,12,3.04,3.0
2025-03-01,22:45,Bus,B-59,West District,City Center,2.9,47,13,0.29,3.0
2025-03-02,14:45,Tram,T-9,East District,South District,8.3,77,7,0.33,3.0
2025-03-02,15:30,Bus,B-55,North District,City Center,10.6,48,3,1.06,4.0
2025-03-02,15:45,Bus,B-29,South District,North District,13.6,24,5,1.36,3.0
2025-03-02,20:00,Tram,T-2,South District,West District,8.1,75,9,0.32,
2025-03-03,06:00,Metro,M-Red,West District,South District,20.4,112,5,0.61,3.0
2025-03-03,08:30,Bus,B-91,South District,City Center,7.8,31,6,0.78,4.0
2025-03-03,10:45,Bus,B-48,West District,East District,4.1,68,9,0.41,3.0
2025-03-03,15:45,Tram,T-13,East District,North District,4.2,68,6,0.17,3.0
2025-03-03,19:15,Metro,M-Green,West District,South District,29.1,298,1,0.87,3.0
2025-03-03,20:15,Bus,B-43,East District,North District,6.3,32,15,0.63,3.0
2025-03-04,06:30,Bus,B-45,North District,East District,3.8,19,15,0.38,3.0
2025-03-04,06:45,Bus,B-82,East District,South District,4.5,50,0,0.45,4.0
2025-03-04,08:00,Rail,R-Express,South District,City Center,42.1,374,0,2.1,4.0
2025-03-04,10:00,Tram,T-5,West District,City Center,4.3,84,11,0.17,2.0
2025-03-04,11:00,Bus,B-53,East District,North District,13.1,57,6,1.31,4.0
2025-03-04,12:30,Rail,R-Local,West District,South District,67.2,386,8,3.36,4.0
2025-03-04,14:30,Metro,M-Yellow,City Center,West District,7.5,210,7,0.22,
2025-03-04,23:15,Metro,M-Green,West District,North District,11.7,63,12,0.35,2.0
2025-03-05,09:00,Tram,T-3,City Center,North District,9.7,68,0,0.39,2.0
2025-03-05,13:30,Metro,M-Red,North District,City Center,29.1,215,3,0.87,3.0
2025-03-05,15:45,Metro,M-Blue,West District,South District,21.8,408,2,0.65,4.0
2025-03-05,16:15,Metro,M-Green,East District,City Center,20.5,378,0,0.61,5.0
2025-03-05,16:45,Tram,T-2,City Center,East District,2.9,67,10,0.12,4.0
2025-03-05,19:30,Tram,T-1,West District,South District,3.0,100,2,0.12,3.0
2025-03-05,19:45,Tram,T-12,South District,West District,5.2,95,1,0.21,4.0
2025-03-06,05:15,Tram,T-1,East District,West District,3.1,77,2,0.12,3.0
2025-03-06,06:30,Bus,B-76,City Center,West District,7.6,42,2,0.76,4.0
2025-03-06,07:45,Metro,M-Yellow,City Center,West District,9.1,304,6,0.27,3.0
2025-03-06,12:30,Bus,B-56,South District,City Center,6.3,44,1,0.63,3.0
2025-03-06,13:00,Metro,M-Red,East District,North District,9.6,414,0,0.29,3.0
2025-03-06,13:30,Bus,B-15,City Center,South District,8.2,30,0,0.82,4.0
2025-03-06,18:00,Shared Cycling,Cycle-Share,West District,North District,0.6,1,0,0.0,4.0
2025-03-06,18:30,Metro,M-Blue,South District,East District,24.2,286,6,0.73,4.0
2025-03-06,21:45,Tram,T-4,East District,West District,3.5,69,1,0.14,4.0
2025-03-06,22:00,Bus,B-30,North District,West District,7.1,58,0,0.71,2.0
2025-03-06,23:15,Bus,B-66,West District,East District,10.6,31,6,1.06,1.0
2025-03-07,07:00,Bus,B-80,East District,South District,11.4,46,0,1.14,3.0
2025-03-07,12:30,Bus,B-81,North District,City Center,12.6,71,0,1.26,2.0
2025-03-07,14:45,Bus,B-59,South District,East District,6.6,14,0,0.66,1.0
2025-03-07,16:00,Rail,R-Express,West District,North District,52.9,537,0,2.65,3.0
2025-03-07,16:45,Bus,B-35,South District,City Center,10.9,68,2,1.09,2.0
2025-03-07,20:00,Metro,M-Blue,City Center,West District,8.7,466,0,0.26,3.0
2025-03-07,22:15,Tram,T-4,North District,West District,3.9,67,4,0.16,3.0
2025-03-08,05:30,Bus,B-84,West District,City Center,5.7,60,2,0.57,2.0
2025-03-08,11:45,Metro,M-Red,East District,West District,11.8,428,0,0.35,4.0
2025-03-08,15:00,Tram,T-6,North District,West District,6.5,68,0,0.26,3.0
2025-03-08,16:00,Metro,M-Green,South District,East District,12.4,495,1,0.37,3.0
2025-03-08,20:00,Rail,R-Local,North District,City Center,43.4,444,18,2.17,1.0
2025-03-08,21:00,Bus,B-36,South District,City Center,9.4,30,0,0.94,5.0
2025-03-08,22:45,Tram,T-1,South District,North District,3.1,113,0,0.12,4.0
2025-03-08,23:15,Metro,M-Red,East District,North District,26.6,426,0,0.8,4.0
2025-03-09,05:00,Shared Cycling,Cycle-Share,City Center,West District,0.8,1,0,0.0,3.0
2025-03-09,09:15,Bus,B-45,East District,North District,7.4,22,26,0.74,2.0
2025-03-09,09:30,Rail,R-Express,West District,East District,30.3,483,0,1.52,3.0
2025-03-09,17:30,Tram,T-9,East District,North District,4.1,38,2,0.16,3.0
2025-03-09,18:15,Metro,M-Yellow,North District,South District,21.8,367,0,0.65,3.0
2025-03-09,18:45,Bus,B-99,West District,East District,13.0,28,22,1.3,2.0
2025-03-09,22:00,Bus,B-41,City Center,East District,6.3,44,27,0.63,2.0
2025-03-09,22:30,Shared Cycling,Cycle-Share,West District,City Center,4.4,1,0,0.0,3.0
2025-03-10,05:30,Bus,B-41,City Center,South District,5.7,33,0,0.57,1.0
2025-03-10,09:00,Metro,M-Blue,City Center,North District,26.8,428,0,0.8,4.0
2025-03-10,11:30,Rail,R-Express,North District,West District,46.4,357,3,2.32,1.0
2025-03-10,20:15,Metro,M-Blue,North District,South District,15.7,249,0,0.47,4.0
2025-03-11,06:30,Bus,B-27,South District,North District,3.5,29,1,0.35,2.0
2025-03-11,14:45,Shared Cycling,Cycle-Share,West District,North District,4.1,1,0,0.0,5.0
2025-03-11,15:00,Bus,B-30,North District,East District,10.3,28,12,1.03,2.0
2025-03-11,21:30,Tram,T-7,North District,West District,7.7,100,1,0.31,2.0
2025-03-11,22:45,Metro,M-Green,North District,East District,23.3,341,7,0.7,3.0
2025-03-12,06:00,Rail,R-Express,West District,City Center,75.4,246,9,3.77,4.0
2025-03-12,06:15,Bus,B-85,South District,City Center,11.9,56,7,1.19,2.0
2025-03-12,06:45,Tram,T-3,South District,City Center,4.3,59,4,0.17,2.0
2025-03-12,12:15,Bus,B-44,South District,West District,9.2,37,0,0.92,4.0
2025-03-12,12:15,Bus,B-77,East District,North District,12.8,42,0,1.28,2.0
2025-03-12,14:30,Bus,B-34,South District,North District,2.3,62,0,0.23,2.0
2025-03-12,17:45,Metro,M-Blue,South District,West District,16.7,233,5,0.5,4.0
2025-03-12,19:15,Tram,T-9,North District,South District,7.3,65,11,0.29,3.0
2025-03-12,21:45,Shared Cycling,Cycle-Share,East District,West District,2.6,1,0,0.0,3.0
2025-03-13,05:00,Bus,B-28,West District,North District,10.7,63,4,1.07,2.0
2025-03-13,16:15,Metro,M-Red,City Center,North District,27.3,400,0,0.82,4.0
2025-03-13,18:45,Bus,B-90,East District,West District,13.7,23,4,1.37,3.0
2025-03-13,20:00,Tram,T-13,City Center,West District,2.8,86,7,0.11,3.0
2025-03-13,21:15,Tram,T-10,North District,East District,5.7,55,12,0.23,5.0
2025-03-13,22:30,Bus,B-73,City Center,East District,13.5,28,9,1.35,2.0
2025-03-13,22:45,Rail,R-Express,North District,East District,64.3,491,5,3.21,3.0
2025-03-14,05:30,Tram,T-7,West District,South District,3.5,88,0,0.14,5.0
2025-03-14,08:15,Bus,B-15,East District,West District,4.4,33,5,0.44,3.0
2025-03-14,17:00,Metro,M-Red,City Center,South District,14.4,120,0,0.43,3.0
2025-03-14,20:00,Tram,T-13,City Center,West District,4.5,86,5,0.18,4.0
2025-03-14,21:00,Metro,M-Blue,West District,East District,10.0,252,0,0.3,5.0
2025-03-15,05:30,Tram,T-2,West District,South District,4.4,106,0,0.18,3.0
2025-03-15,11:00,Metro,M-Red,East District,South District,13.3,311,4,0.4,3.0
2025-03-15,11:30,Bus,B-80,North District,East District,4.0,23,22,0.4,2.0
2025-03-15,11:45,Bus,B-38,North District,City Center,9.5,31,0,0.95,3.0
2025-03-15,16:30,Metro,M-Yellow,West District,South District,21.0,284,0,0.63,3.0
2025-03-15,17:30,Shared Cycling,Cycle-Share,East District,North District,0.7,1,0,0.0,4.0
2025-03-15,20:00,Tram,T-12,South District,City Center,2.3,61,12,0.09,3.0
2025-03-15,21:00,Bus,B-28,City Center,North District,3.4,48,11,0.34,4.0
2025-03-16,07:00,Bus,B-10,North District,East District,8.3,52,9,0.83,2.0
2025-03-16,13:45,Rail,R-Local,West District,North District,23.6,364,5,1.18,3.0
2025-03-16,14:15,Metro,M-Green,South District,City Center,5.5,396,0,0.16,2.0
2025-03-16,14:45,Bus,B-50,South District,City Center,9.9,39,0,0.99,4.0
2025-03-16,19:15,Metro,M-Blue,West District,East District,5.6,432,0,0.17,4.0
2025-03-17,06:30,Tram,T-12,East District,South District,2.7,82,7,0.11,3.0
2025-03-17,08:00,Bus,B-71,West District,South District,8.5,42,8,0.85,3.0
2025-03-17,12:00,Bus,B-24,City Center,South District,13.0,34,17,1.3,2.0
2025-03-17,13:45,Metro,M-Yellow,East District,South District,14.9,330,0,0.45,5.0
2025-03-17,14:30,Rail,R-Express,East District,West District,38.4,375,14,1.92,2.0
2025-03-17,15:00,Metro,M-Red,North District,City Center,17.6,219,0,0.53,5.0
2025-03-17,16:45,Bus,B-97,South District,West District,9.3,60,18,0.93,4.0
2025-03-17,17:30,Bus,B-71,West District,South District,2.3,14,15,0.23,3.0
2025-03-18,05:15,Metro,M-Blue,North District,City Center,16.7,251,1,0.5,4.0
2025-03-18,09:45,Tram,T-7,West District,North District,2.5,147,6,0.1,3.0
2025-03-18,10:00,Metro,M-Green,South District,East District,19.3,340,0,0.58,3.0
2025-03-18,11:15,Bus,B-49,West District,City Center,4.1,44,0,0.41,2.0
2025-03-18,13:30,Rail,R-Express,City Center,East District,67.4,242,0,3.37,2.0
2025-03-18,20:15,Tram,T-9,East District,City Center,7.3,107,2,0.29,3.0
2025-03-18,22:30,Tram,T-3,West District,City Center,9.9,104,8,0.4,5.0
2025-03-19,07:30,Bus,B-75,East District,South District,5.6,58,0,0.56,2.0
2025-03-19,17:30,Bus,B-15,South District,East District,8.9,29,3,0.89,3.0
2025-03-19,19:45,Bus,B-55,East District,City Center,11.6,51,7,1.16,3.0
2025-03-19,20:45,Bus,B-14,South District,East District,5.5,30,0,0.55,5.0
2025-03-19,22:00,Bus,B-46,West District,East District,3.4,28,0,0.34,2.0
2025-03-20,08:00,Rail,R-Express,North District,West District,29.1,344,4,1.46,1.0
2025-03-20,09:30,Tram,T-15,South District,North District,7.1,49,10,0.28,3.0
2025-03-20,10:30,Shared Cycling,Cycle-Share,East District,West District,4.1,1,0,0.0,3.0
2025-03-20,11:00,Bus,B-56,East District,North District,10.1,32,10,1.01,2.0
2025-03-20,11:30,Metro,M-Green,North District,West District,20.7,368,0,0.62,4.0
2025-03-20,12:30,Bus,B-87,South District,East District,8.4,42,0,0.84,3.0
2025-03-20,14:45,Metro,M-Blue,West District,South District,7.7,370,5,0.23,5.0
2025-03-20,15:15,Rail,R-Local,West District,East District,30.6,454,15,1.53,3.0
2025-03-20,19:30,Metro,M-Green,East District,South District,12.7,397,0,0.38,3.0
2025-03-20,21:00,Bus,B-14,South District,East District,3.5,43,3,0.35,3.0
2025-03-20,22:30,Metro,M-Red,North District,South District,20.4,360,4,0.61,3.0
2025-03-20,23:00,Bus,B-90,North District,West District,9.9,19,6,0.99,2.0
2025-03-21,05:15,Bus,B-12,West District,South District,14.3,37,19,1.43,4.0
2025-03-21,07:00,Metro,M-Red,City Center,South District,7.9,271,9,0.24,2.0
2025-03-21,09:30,Bus,B-37,South District,West District,8.6,40,0,0.86,3.0
2025-03-21,16:15,Bus,B-43,North District,East District,13.8,26,10,1.38,4.0
2025-03-21,16:30,Metro,M-Blue,East District,North District,8.7,350,0,0.26,2.0
2025-03-21,17:45,Bus,B-63,City Center,East District,10.7,34,0,1.07,2.0
2025-03-21,18:15,Metro,M-Red,South District,North District,19.0,297,0,0.57,2.0
2025-03-21,22:30,Bus,B-41,West District,South District,6.9,11,18,0.69,3.0
2025-03-21,22:30,Bus,B-28,City Center,West District,12.0,22,0,1.2,3.0
2025-03-22,08:30,Metro,M-Blue,North District,City Center,7.9,130,0,0.24,5.0
2025-03-22,08:45,Bus,B-79,South District,East District,5.4,10,0,0.54,4.0
2025-03-22,12:15,Shared Cycling,Cycle-Share,City Center,East District,4.4,1,0,0.0,5.0
2025-03-22,12:30,Metro,M-Red,City Center,East District,22.5,470,3,0.67,5.0
2025-03-22,14:00,Tram,T-1,East District,City Center,2.2,100,4,0.09,3.0
2025-03-22,14:15,Metro,M-Green,East District,North District,14.5,364,2,0.43,
2025-03-22,15:45,Metro,M-Red,City Center,West District,28.8,326,5,0.86,
2025-03-22,16:30,Metro,M-Green,South District,East District,6.3,199,0,0.19,4.0
2025-03-22,19:15,Metro,M-Yellow,City Center,West District,16.8,254,8,0.5,3.0
2025-03-22,23:15,Bus,B-65,West District,South District,2.8,48,4,0.28,4.0
2025-03-23,07:30,Metro,M-Red,South District,North District,7.4,261,0,0.22,3.0
2025-03-23,11:30,Metro,M-Blue,City Center,East District,10.9,235,5,0.33,3.0
2025-03-23,13:00,Metro,M-Yellow,South District,East District,5.4,287,2,0.16,4.0
2025-03-23,15:00,Bus,B-14,North District,West District,5.8,40,2,0.58,3.0
2025-03-23,18:00,Metro,M-Blue,East District,West District,11.0,1,3,0.33,3.0
2025-03-23,18:30,Tram,T-1,City Center,North District,4.9,107,0,0.2,5.0
2025-03-23,21:15,Bus,B-76,South District,East District,11.3,19,0,1.13,3.0
2025-03-23,22:30,Shared Cycling,Cycle-Share,North District,City Center,3.1,1,0,0.0,4.0
2025-03-23,23:15,Bus,B-46,East District,South District,8.1,43,2,0.81,3.0
2025-03-24,06:15,Metro,M-Green,North District,City Center,19.3,330,5,0.58,3.0
2025-03-24,07:00,Metro,M-Red,City Center,East District,14.5,306,11,0.43,4.0
2025-03-24,08:15,Tram,T-9,North District,South District,5.1,108,1,0.2,4.0
2025-03-24,13:30,Bus,B-52,City Center,West District,3.7,16,0,0.37,4.0
2025-03-24,18:30,Bus,B-74,South District,North District,12.4,45,0,1.24,3.0
2025-03-24,19:30,Metro,M-Green,West District,City Center,11.0,219,0,0.33,5.0
2025-03-25,08:15,Bus,B-44,West District,City Center,9.3,51,3,0.93,2.0
2025-03-25,08:30,Tram,T-11,South District,City Center,2.8,84,15,0.11,3.0
2025-03-25,09:15,Bus,B-32,North District,City Center,2.2,65,0,0.22,3.0
2025-03-25,09:30,Bus,B-57,City Center,East District,3.1,12,0,0.31,4.0
2025-03-25,16:15,Bus,B-64,North District,East District,4.2,23,21,0.42,2.0
2025-03-25,23:45,Shared Cycling,Cycle-Share,North District,South District,4.3,1,0,0.0,4.0
2025-03-26,05:00,Bus,B-67,City Center,West District,10.7,71,0,1.07,1.0
2025-03-26,06:15,Bus,B-56,South District,North District,12.1,24,4,1.21,1.0
2025-03-26,07:45,Bus,B-90,East District,South District,7.2,19,0,0.72,3.0
2025-03-26,09:00,Bus,B-18,South District,East District,7.2,30,17,0.72,3.0
2025-03-26,16:00,Metro,M-Red,West District,North District,19.4,324,0,0.58,4.0
2025-03-26,17:15,Metro,M-Green,West District,City Center,13.6,240,3,0.41,3.0
2025-03-26,19:30,Bus,B-88,City Center,East District,5.9,35,2,0.59,3.0
2025-03-27,05:30,Metro,M-Blue,East District,City Center,28.5,412,2,0.85,3.0
2025-03-27,13:45,Bus,B-37,North District,East District,3.2,21,0,0.32,2.0
2025-03-27,15:15,Metro,M-Blue,South District,West District,19.9,298,0,0.6,4.0
2025-03-27,15:45,Tram,T-5,West District,East District,6.7,123,1,0.27,5.0
